Request ID,Customer ID,Request Type,Request Description,Request Status,Creation Date,Resolution Date
6405,3207,GDPR Request,Please provide me with a copy of all my personal data.,Closed,2023-06-14,2021-10-17
6504,4034,GDPR Request,I request human intervention in decisions affecting me based on automated processing of my data.,Closed,2023-01-14,
8875,2931,GDPR Request,Can you ensure my data is not used in automated decision systems?,In Progress,2020-05-22,2023-03-18
920,2061,GDPR Request,Please stop using my data for marketing purposes.,Resolved,2022-04-15,
1570,7957,GDPR Request,Please provide me with a copy of all my personal data.,Resolved,2023-08-18,2020-12-21
472,2944,GDPR Request,I want to restrict the processing of my data.,Open,2022-06-07,
810,1183,GDPR Request,I need to change some incorrect data in my account.,Resolved,2023-10-27,
1532,6486,GDPR Request,I want to delete my account and all my data.,Open,2020-11-11,
7137,3226,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2020-12-10,
8782,2261,GDPR Request,I want to delete my account and all my data.,In Progress,2023-01-23,
2630,1354,GDPR Request,Can you ensure my data is not used in automated decision systems?,Closed,2022-07-18,
7493,2238,GDPR Request,I want to correct inaccurate data in my profile.,Resolved,2023-01-07,
5990,3498,GDPR Request,I want to delete my account and all my data.,Closed,2021-08-19,
3076,1544,GDPR Request,I want to correct inaccurate data in my profile.,Closed,2021-08-13,2021-12-26
9729,2883,GDPR Request,I need a copy of my data that I can share with another provider.,Resolved,2020-05-19,2021-10-23
3121,9485,GDPR Request,Can you stop processing my personal information in the way you currently do?,Closed,2022-06-27,2022-09-25
6803,9719,GDPR Request,Please update my personal information with the correct details.,Resolved,2021-06-22,
8833,7260,GDPR Request,I object to the processing of my personal data.,Resolved,2021-05-08,2020-01-08
9652,2114,GDPR Request,Can you halt the processing of my data until further notice?,In Progress,2020-02-03,2022-08-16
5232,5937,GDPR Request,I request that you cease processing my data for certain activities.,Open,2022-10-29,2022-01-09
5004,1026,GDPR Request,Please limit the use of my personal information.,Open,2023-03-19,2023-12-16
2128,8059,GDPR Request,I am requesting access to my data under GDPR regulations.,Resolved,2021-08-10,
2127,2882,GDPR Request,Please update my personal information with the correct details.,Closed,2020-11-23,
3128,5709,GDPR Request,Please provide my data in a portable format.,Open,2023-01-04,2021-01-01
9287,4650,GDPR Request,Please remove all my personal information from your systems.,Closed,2023-04-29,
3692,2456,GDPR Request,I request that you cease processing my data for certain activities.,Open,2020-04-05,2022-03-12
8920,3215,GDPR Request,I need a copy of my data that I can share with another provider.,Resolved,2023-09-24,2023-04-18
6656,3736,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Closed,2023-05-18,2021-08-27
2021,7469,GDPR Request,Can you stop processing my personal information in the way you currently do?,Closed,2020-10-13,2022-10-31
7354,3337,GDPR Request,I want to transfer my data to another service.,Open,2021-06-13,
3355,6830,GDPR Request,Please remove all my personal information from your systems.,Resolved,2020-01-12,
8681,6187,GDPR Request,I am requesting access to my data under GDPR regulations.,In Progress,2020-07-21,2020-06-11
9933,5471,GDPR Request,Please stop using my data for marketing purposes.,Resolved,2023-03-14,2023-02-21
7965,4194,GDPR Request,Can you ensure my data is not used in automated decision systems?,Closed,2023-03-31,2021-05-23
6932,1209,GDPR Request,I request that you stop processing my data based on GDPR regulations.,Closed,2020-07-15,2020-10-28
2771,6896,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2022-08-24,2021-05-20
8622,4065,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2023-03-28,
8665,7300,GDPR Request,Can you rectify the errors in my personal data?,In Progress,2022-08-14,
6207,3393,GDPR Request,I want my user profile and associated data to be erased.,In Progress,2021-07-25,
4979,7176,GDPR Request,I want to opt-out of automated decision-making processes.,Resolved,2022-12-14,
159,7356,GDPR Request,Can you permanently delete my account and all related information?,Resolved,2021-03-30,2022-02-06
3118,5777,GDPR Request,Can you stop processing my personal information in the way you currently do?,Resolved,2021-06-24,2022-05-28
5017,6033,GDPR Request,Please exclude my data from automated profiling.,Closed,2022-04-23,2022-06-17
8782,2261,GDPR Request,I want to delete my account and all my data.,In Progress,2023-01-23,
7679,6902,GDPR Request,I request the deletion of all data you have about me.,Open,2020-02-15,2022-11-13
1275,2773,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2022-11-27,2020-09-03
9170,8689,GDPR Request,I need a copy of my data that I can share with another provider.,Resolved,2020-06-23,
2617,2114,GDPR Request,I request human intervention in decisions affecting me based on automated processing of my data.,Closed,2021-06-15,
2681,1021,GDPR Request,Can you ensure my data is not used in automated decision systems?,In Progress,2020-08-23,2021-05-13
9160,4893,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2021-02-27,
6964,7426,GDPR Request,I object to decisions being made about me solely by automated means.,Open,2021-08-15,2023-06-15
9023,2918,GDPR Request,I request human intervention in decisions affecting me based on automated processing of my data.,Closed,2020-05-08,2023-05-27
1073,6035,GDPR Request,I object to decisions being made about me solely by automated means.,Resolved,2022-05-27,2023-01-17
2417,4696,GDPR Request,I want to correct inaccurate data in my profile.,Resolved,2022-01-21,
2674,6497,GDPR Request,Please provide me with a copy of all my personal data.,Open,2020-01-09,
986,8498,GDPR Request,I want to delete my account and all my data.,Resolved,2020-04-20,
5433,7074,GDPR Request,Can you permanently delete my account and all related information?,Open,2022-06-29,2020-03-18
3076,1544,GDPR Request,I want to correct inaccurate data in my profile.,Closed,2021-08-13,2021-12-26
906,7483,GDPR Request,Please exclude my data from automated profiling.,Open,2020-10-25,2022-08-04
1914,8330,GDPR Request,I request the correction of my personal information to reflect accurate details.,Open,2020-09-01,
1191,8915,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Resolved,2021-09-05,
5899,9692,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2023-01-27,
5647,6930,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Closed,2022-07-04,2023-10-29
344,4653,GDPR Request,I need to change some incorrect data in my account.,Open,2022-10-10,2020-01-24
4141,8569,GDPR Request,I want to correct inaccurate data in my profile.,Closed,2020-10-10,2020-05-06
1908,3572,GDPR Request,I want to opt-out of automated decision-making processes.,Resolved,2020-04-08,2021-06-19
9324,8788,GDPR Request,Please provide my data in a portable format.,Closed,2022-09-21,2020-12-20
9969,2158,GDPR Request,I request that you cease processing my data for certain activities.,Closed,2020-04-14,
6823,9540,GDPR Request,I need to change some incorrect data in my account.,Closed,2021-05-10,2020-06-10
5475,1678,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Resolved,2022-08-23,
2109,1798,GDPR Request,I need to change some incorrect data in my account.,Resolved,2023-02-24,
2831,3551,GDPR Request,I want to access all my data stored by the service.,In Progress,2023-03-14,2023-01-05
6543,3394,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Resolved,2023-04-12,
8234,4088,GDPR Request,Please provide me with a copy of all my personal data.,Open,2021-10-18,
94,9293,GDPR Request,I want to access all my data stored by the service.,In Progress,2020-01-21,
9932,9836,GDPR Request,Please limit the use of my personal information.,Open,2021-12-30,
4076,4232,GDPR Request,I object to the processing of my personal data.,Closed,2020-06-18,
7280,6706,GDPR Request,Please limit the use of my personal information.,In Progress,2022-01-12,
8596,8305,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2020-07-17,2021-06-06
5198,7096,GDPR Request,Please update my personal information with the correct details.,Closed,2021-02-04,2022-11-22
4439,6743,GDPR Request,Can you halt the processing of my data until further notice?,Closed,2023-09-09,
8741,9094,GDPR Request,Please provide me with a copy of all my personal data.,Resolved,2022-06-26,2022-10-04
1502,3603,GDPR Request,I do not consent to my data being used for analytics.,Closed,2020-10-31,2022-03-22
8694,4602,GDPR Request,Please limit the use of my personal information.,In Progress,2020-03-20,
7570,8088,GDPR Request,I object to the processing of my personal data.,Resolved,2023-12-17,2021-09-24
5142,2810,GDPR Request,Please remove all my personal information from your systems.,Closed,2023-04-19,
2109,1798,GDPR Request,I need to change some incorrect data in my account.,Resolved,2023-02-24,
1869,9005,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Open,2020-08-30,2020-09-25
7663,8320,GDPR Request,I want to restrict the processing of my data.,In Progress,2023-02-08,2022-03-16
5975,3895,GDPR Request,I do not consent to my data being used for analytics.,Resolved,2021-05-25,
4985,3777,GDPR Request,I want to restrict the processing of my data.,Closed,2022-02-25,
7378,8499,GDPR Request,Can you export all my personal data for transfer to a different platform?,Open,2021-06-29,
3469,2533,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Closed,2021-03-24,
5643,4555,GDPR Request,I am requesting access to my data under GDPR regulations.,Closed,2022-03-04,
9430,1200,GDPR Request,Please provide my data in a portable format.,In Progress,2020-11-25,
9135,5972,GDPR Request,Can you halt the processing of my data until further notice?,In Progress,2022-06-18,
6948,5883,GDPR Request,I want to restrict the processing of my data.,In Progress,2021-03-14,2022-01-29
3640,1889,GDPR Request,I request the correction of my personal information to reflect accurate details.,Closed,2022-08-25,
8619,7451,GDPR Request,I do not consent to my data being used for analytics.,In Progress,2020-10-22,
4034,7031,GDPR Request,I request the deletion of all data you have about me.,Resolved,2021-06-29,2020-10-25
5610,3184,GDPR Request,Please limit the use of my personal information.,In Progress,2022-08-17,2022-05-13
9150,9700,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",Closed,2020-12-12,2023-06-26
1321,2212,GDPR Request,I want to access all my data stored by the service.,Resolved,2023-03-18,
9041,7350,GDPR Request,Please exclude my data from automated profiling.,Closed,2022-01-17,
7937,3230,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Open,2020-06-14,
4039,1109,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",Closed,2020-04-07,2020-07-23
6556,9448,GDPR Request,I want to delete my account and all my data.,Resolved,2020-01-28,
7054,1615,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2021-04-24,2023-02-28
3952,4952,GDPR Request,I request human intervention in decisions affecting me based on automated processing of my data.,Open,2021-02-20,2023-06-12
4242,5100,GDPR Request,Please exclude my data from automated profiling.,Closed,2023-03-11,
4402,1382,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2023-02-20,
2814,9586,GDPR Request,I want to correct inaccurate data in my profile.,Open,2020-07-03,
8722,6083,GDPR Request,Please limit the use of my personal information.,Open,2022-07-07,2022-12-25
5553,9828,GDPR Request,I want to restrict the processing of my data.,Resolved,2020-07-06,
4547,7381,GDPR Request,I want to access all my data stored by the service.,Open,2020-08-14,2020-09-16
4055,3070,GDPR Request,I object to the processing of my personal data.,Closed,2020-04-13,
7684,2903,GDPR Request,Please remove all my personal information from your systems.,Open,2020-12-18,
3949,3269,GDPR Request,I request that you stop processing my data based on GDPR regulations.,Resolved,2022-10-14,2020-07-07
957,3665,GDPR Request,Please provide my data in a portable format.,Resolved,2021-09-17,
7270,8489,GDPR Request,Can you ensure my data is not used in automated decision systems?,Open,2022-03-05,2022-02-01
5921,1063,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",Resolved,2022-10-10,2023-10-22
3266,9722,GDPR Request,Please provide me with a copy of all my personal data.,Resolved,2021-07-31,
8032,1573,GDPR Request,I request that you cease processing my data for certain activities.,Resolved,2022-09-28,
3454,3431,GDPR Request,I object to decisions being made about me solely by automated means.,Open,2021-10-04,2022-03-02
9876,6945,GDPR Request,Can you halt the processing of my data until further notice?,In Progress,2022-09-23,
9022,1092,GDPR Request,I do not consent to my data being used for analytics.,Open,2022-05-27,
8351,2638,GDPR Request,I am requesting access to my data under GDPR regulations.,Resolved,2021-10-01,
7105,1521,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Closed,2023-12-05,2020-11-16
803,7994,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",In Progress,2022-11-21,2023-05-01
4193,3560,GDPR Request,Please remove all my personal information from your systems.,In Progress,2021-03-17,
3706,9500,GDPR Request,I want to transfer my data to another service.,Open,2023-08-14,
9287,4650,GDPR Request,Please remove all my personal information from your systems.,Closed,2023-04-29,
2135,2933,GDPR Request,I object to the processing of my personal data.,Resolved,2022-09-19,2021-04-15
1415,4603,GDPR Request,I want to correct inaccurate data in my profile.,Open,2020-02-07,
4183,6748,GDPR Request,Please provide me with a copy of all my personal data.,Closed,2023-11-12,
706,6462,GDPR Request,Please remove all my personal information from your systems.,Resolved,2020-09-25,2021-11-04
2399,3969,GDPR Request,I need a detailed report of all the data you have collected about me.,Resolved,2023-11-03,
7706,5157,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Closed,2023-06-09,
8821,3897,GDPR Request,I want to delete my account and all my data.,In Progress,2023-07-15,
231,6735,GDPR Request,I want to opt-out of automated decision-making processes.,In Progress,2023-02-22,2021-09-10
7574,3240,GDPR Request,Can you halt the processing of my data until further notice?,Closed,2021-04-23,2023-06-18
9047,6706,GDPR Request,I want to correct inaccurate data in my profile.,Resolved,2021-07-07,2023-06-28
1693,4639,GDPR Request,Can you stop processing my personal information in the way you currently do?,Resolved,2021-11-15,
2686,6733,GDPR Request,I request that you stop processing my data based on GDPR regulations.,Open,2021-09-26,
4431,6466,GDPR Request,I need to change some incorrect data in my account.,Resolved,2021-05-09,
4279,7301,GDPR Request,I am requesting access to my data under GDPR regulations.,Open,2021-10-16,2023-11-14
2199,8926,GDPR Request,I want to restrict the processing of my data.,Resolved,2021-03-29,2021-07-04
5333,3626,GDPR Request,Please limit the use of my personal information.,Closed,2020-03-18,
3870,6962,GDPR Request,Please remove all my personal information from your systems.,Closed,2022-12-28,2021-04-06
4469,3973,GDPR Request,Can you rectify the errors in my personal data?,Closed,2020-01-16,2022-03-01
3439,1542,GDPR Request,Please provide my data in a portable format.,Closed,2021-03-01,2023-07-20
8234,4088,GDPR Request,Please provide me with a copy of all my personal data.,Open,2021-10-18,
1783,5274,GDPR Request,Can you ensure my data is not used in automated decision systems?,In Progress,2020-07-19,
2984,5231,GDPR Request,I want to restrict the processing of my data.,Closed,2020-01-27,
5461,9349,GDPR Request,Can you ensure my data is not used in automated decision systems?,Resolved,2020-08-30,
779,4219,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Open,2021-04-15,
8622,4065,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2023-03-28,
4808,8804,GDPR Request,Can you export all my personal data for transfer to a different platform?,Resolved,2020-03-06,2020-12-01
4615,8497,GDPR Request,Please exclude my data from automated profiling.,In Progress,2021-08-30,2020-10-07
3304,4503,GDPR Request,I need a detailed report of all the data you have collected about me.,Closed,2022-02-24,
6539,7678,GDPR Request,I request that you cease processing my data for certain activities.,Open,2023-01-12,2020-02-12
4447,6874,GDPR Request,I am requesting access to my data under GDPR regulations.,Open,2023-02-09,
1949,4362,GDPR Request,Please update my personal information with the correct details.,Closed,2023-08-15,
5284,4964,GDPR Request,I want to restrict the processing of my data.,Open,2020-04-17,2023-03-15
3807,6106,GDPR Request,Please update my personal information with the correct details.,Resolved,2021-07-10,
3969,6002,GDPR Request,I am requesting access to my data under GDPR regulations.,Resolved,2023-05-07,2021-03-15
4474,6867,GDPR Request,I need a detailed report of all the data you have collected about me.,Open,2023-07-30,2020-03-13
7290,1290,GDPR Request,I request the correction of my personal information to reflect accurate details.,In Progress,2021-10-21,2022-08-31
696,6621,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Open,2021-12-13,2023-12-02
9862,2137,GDPR Request,I do not consent to my data being used for analytics.,Closed,2020-10-13,2022-08-07
851,5943,GDPR Request,I want my user profile and associated data to be erased.,Open,2022-08-04,
5141,1362,GDPR Request,I want my user profile and associated data to be erased.,Open,2022-06-20,
2667,7225,GDPR Request,I want to transfer my data to another service.,Open,2022-05-10,
7041,1112,GDPR Request,I request the correction of my personal information to reflect accurate details.,In Progress,2023-07-11,2022-05-30
4148,3635,GDPR Request,Can you rectify the errors in my personal data?,Resolved,2020-10-15,2020-02-07
7993,8483,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",Open,2022-10-21,
1665,1554,GDPR Request,Can you permanently delete my account and all related information?,Resolved,2021-11-15,
6861,5678,GDPR Request,I want to opt-out of automated decision-making processes.,Open,2022-01-10,
6268,1702,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2020-02-11,2020-02-05
8488,1853,GDPR Request,I request the deletion of all data you have about me.,Resolved,2022-08-14,2022-09-28
8681,6187,GDPR Request,I am requesting access to my data under GDPR regulations.,In Progress,2020-07-21,2020-06-11
286,9087,GDPR Request,I need to change some incorrect data in my account.,In Progress,2023-07-06,
8754,7010,GDPR Request,Can you stop processing my personal information in the way you currently do?,Resolved,2021-04-01,
2433,5113,GDPR Request,I want to access all my data stored by the service.,Closed,2022-07-04,
3320,2644,GDPR Request,Can you ensure my data is not used in automated decision systems?,Open,2020-12-10,
6049,7316,GDPR Request,I want to opt-out of automated decision-making processes.,In Progress,2020-07-07,
2056,9973,GDPR Request,I request the correction of my personal information to reflect accurate details.,In Progress,2022-05-30,
6339,9341,GDPR Request,I request the correction of my personal information to reflect accurate details.,Closed,2022-07-05,2020-07-16
589,4062,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",In Progress,2020-09-20,
8387,7664,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2022-05-24,
7104,8063,GDPR Request,I want to opt-out of automated decision-making processes.,Open,2023-08-29,2023-10-27
3810,7158,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Open,2023-01-05,2021-05-05
6508,3251,GDPR Request,I object to the processing of my personal data.,In Progress,2023-09-20,2020-10-27
7506,3837,GDPR Request,Please limit the use of my personal information.,In Progress,2021-07-30,
9226,5063,GDPR Request,Please limit the use of my personal information.,Closed,2022-11-23,2023-08-28
8043,3118,GDPR Request,I request that you stop processing my data based on GDPR regulations.,In Progress,2022-10-04,2022-04-29
7572,9198,GDPR Request,I request the deletion of all data you have about me.,Resolved,2022-08-17,2020-08-13
5747,2801,GDPR Request,I am requesting access to my data under GDPR regulations.,In Progress,2020-12-31,
2221,9968,GDPR Request,Can you permanently delete my account and all related information?,In Progress,2022-09-30,
3639,8978,GDPR Request,Can you stop processing my personal information in the way you currently do?,In Progress,2023-04-16,2023-03-18
2341,3204,GDPR Request,I need to change some incorrect data in my account.,Resolved,2021-05-08,
5454,4035,GDPR Request,I want to restrict the processing of my data.,Open,2021-12-08,2020-04-08
7761,6556,GDPR Request,I want to access all my data stored by the service.,Open,2023-02-27,
7965,4194,GDPR Request,Can you ensure my data is not used in automated decision systems?,Closed,2023-03-31,2021-05-23
8384,8594,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Open,2021-03-06,
2832,8024,GDPR Request,I request that you stop processing my data based on GDPR regulations.,Closed,2023-09-12,
9252,8833,GDPR Request,I am requesting access to my data under GDPR regulations.,Resolved,2020-02-06,2020-11-17
9679,9755,GDPR Request,Can you ensure my data is not used in automated decision systems?,Open,2021-02-21,2022-05-19
6444,9745,GDPR Request,I need a copy of my data that I can share with another provider.,Resolved,2021-02-04,
2578,2096,GDPR Request,Can you permanently delete my account and all related information?,Resolved,2020-10-23,2020-09-29
3935,9197,GDPR Request,Please limit the use of my personal information.,In Progress,2021-01-28,
2608,1855,GDPR Request,I am requesting access to my data under GDPR regulations.,In Progress,2021-08-17,
7396,1558,GDPR Request,Can you export all my personal data for transfer to a different platform?,Resolved,2023-10-18,2021-10-28
4801,2151,GDPR Request,I need a copy of my data that I can share with another provider.,Resolved,2020-06-16,2023-01-27
2771,6896,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2022-08-24,2021-05-20
7358,1016,GDPR Request,Please update my personal information with the correct details.,Open,2022-05-04,
803,7994,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",In Progress,2022-11-21,2023-05-01
6428,4122,GDPR Request,Please stop using my data for marketing purposes.,In Progress,2023-02-18,
6653,1933,GDPR Request,Please provide my data in a portable format.,Open,2021-12-13,
3841,3245,GDPR Request,I am requesting access to my data under GDPR regulations.,Open,2023-04-06,2023-03-19
2224,5906,GDPR Request,I request that you cease processing my data for certain activities.,Open,2020-12-14,
5662,9606,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",In Progress,2021-12-16,
3473,9109,GDPR Request,I want to restrict the processing of my data.,Open,2021-07-10,2022-05-30
2514,7531,GDPR Request,I request the correction of my personal information to reflect accurate details.,Open,2020-06-08,
9933,5471,GDPR Request,Please stop using my data for marketing purposes.,Resolved,2023-03-14,2023-02-21
5428,3667,GDPR Request,Please provide my data in a portable format.,Open,2021-01-16,2022-12-10
4968,9116,GDPR Request,I request that you cease processing my data for certain activities.,Open,2021-11-28,
3563,5222,GDPR Request,I request the correction of my personal information to reflect accurate details.,Resolved,2021-08-28,
710,7270,GDPR Request,I am requesting access to my data under GDPR regulations.,In Progress,2021-03-28,2021-09-26
7864,4063,GDPR Request,I request the correction of my personal information to reflect accurate details.,In Progress,2022-09-26,2022-10-23
1130,6290,GDPR Request,I request the deletion of all data you have about me.,Closed,2023-08-07,2022-05-21
2562,9481,GDPR Request,Please remove all my personal information from your systems.,Open,2020-12-27,2020-05-04
3580,9146,GDPR Request,Please provide me with a copy of all my personal data.,Open,2020-07-28,
8002,3747,GDPR Request,I object to decisions being made about me solely by automated means.,Closed,2021-08-05,2023-01-11
6506,1336,GDPR Request,Can you export all my personal data for transfer to a different platform?,Closed,2022-07-05,
889,9493,GDPR Request,Please provide my data in a portable format.,Resolved,2022-04-02,
2349,5333,GDPR Request,Please limit the use of my personal information.,Open,2022-12-23,
6262,6776,GDPR Request,I request that you cease processing my data for certain activities.,Open,2022-02-02,
3337,3108,GDPR Request,I request the correction of my personal information to reflect accurate details.,Resolved,2023-09-17,2021-11-07
7290,1290,GDPR Request,I request the correction of my personal information to reflect accurate details.,In Progress,2021-10-21,2022-08-31
5008,1570,GDPR Request,I need a copy of my data that I can share with another provider.,Closed,2022-07-30,2020-03-11
6817,6621,GDPR Request,Please limit the use of my personal information.,Closed,2023-06-12,
6508,3251,GDPR Request,I object to the processing of my personal data.,In Progress,2023-09-20,2020-10-27
9215,4995,GDPR Request,Can you rectify the errors in my personal data?,In Progress,2021-03-26,2021-06-10
3472,7183,GDPR Request,Please limit the use of my personal information.,In Progress,2022-04-08,
5811,9264,GDPR Request,I am requesting access to my data under GDPR regulations.,Open,2022-10-10,
9001,6567,GDPR Request,I am requesting a temporary restriction on the processing of my data.,In Progress,2023-01-30,
2792,6064,GDPR Request,I need to change some incorrect data in my account.,Resolved,2021-10-21,
7993,8483,GDPR Request,"I request my data in a structured, commonly used, and machine-readable format for portability.",Open,2022-10-21,
5629,2566,GDPR Request,Can you stop processing my personal information in the way you currently do?,Closed,2021-12-27,2021-11-20
7953,1106,GDPR Request,Can you ensure my data is not used in automated decision systems?,Closed,2020-12-21,
2712,6136,GDPR Request,I need a copy of my data that I can share with another provider.,Closed,2023-05-05,2023-03-12
4623,9680,GDPR Request,Please provide me with a copy of all my personal data.,Closed,2020-03-01,
5932,8301,GDPR Request,Can you rectify the errors in my personal data?,Closed,2023-03-19,
3718,4359,GDPR Request,I request the deletion of all data you have about me.,Closed,2022-04-07,2020-07-08
9011,1407,GDPR Request,I want to delete my account and all my data.,Closed,2022-10-23,2023-02-18
5747,2801,GDPR Request,I am requesting access to my data under GDPR regulations.,In Progress,2020-12-31,
3541,6687,GDPR Request,I need to change some incorrect data in my account.,Closed,2021-02-03,
8764,9359,GDPR Request,Can you ensure my data is not used in automated decision systems?,Resolved,2022-07-18,
5323,4836,GDPR Request,Can you ensure my data is not used in automated decision systems?,Open,2020-08-15,2022-11-30
713,9889,GDPR Request,Can you export all my personal data for transfer to a different platform?,Closed,2020-05-17,2023-09-06
9464,8547,GDPR Request,I request the correction of my personal information to reflect accurate details.,Closed,2020-06-09,
8245,8748,GDPR Request,I need to change some incorrect data in my account.,Closed,2023-09-09,
4290,7327,GDPR Request,Can you export all my personal data for transfer to a different platform?,Closed,2022-02-08,2020-07-19
6946,3838,GDPR Request,I want to correct inaccurate data in my profile.,Open,2020-04-18,
9439,4286,GDPR Request,Can you rectify the errors in my personal data?,Resolved,2020-11-08,
7706,5157,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Closed,2023-06-09,
1534,6662,GDPR Request,I am requesting a temporary restriction on the processing of my data.,Open,2020-04-27,
7486,9464,GDPR Request,I need to change some incorrect data in my account.,Closed,2023-03-30,2021-08-30
3375,5287,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2021-11-24,2023-11-22
1587,5015,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Open,2023-10-25,2020-07-08
7688,5603,GDPR Request,Can you export all my personal data for transfer to a different platform?,In Progress,2021-01-05,2022-02-20
1755,4359,GDPR Request,Can you rectify the errors in my personal data?,Resolved,2020-11-07,
8835,8705,GDPR Request,Please remove all my personal information from your systems.,Open,2022-09-07,
2552,1147,GDPR Request,I want to access all my data stored by the service.,Resolved,2020-06-18,2020-06-15
3534,7274,GDPR Request,Can you export all my personal data for transfer to a different platform?,Resolved,2023-12-18,
9536,8326,GDPR Request,I am requesting access to my data under GDPR regulations.,Closed,2022-02-21,2023-04-27
2417,4696,GDPR Request,I want to correct inaccurate data in my profile.,Resolved,2022-01-21,
9401,2166,GDPR Request,Can you rectify the errors in my personal data?,Open,2020-07-02,
2398,9652,GDPR Request,I object to decisions being made about me solely by automated means.,Closed,2023-02-07,2021-11-06
6653,1933,GDPR Request,Please provide my data in a portable format.,Open,2021-12-13,
2318,7215,GDPR Request,I need a copy of my data that I can share with another provider.,Resolved,2022-06-12,
8298,4783,GDPR Request,Can you rectify the errors in my personal data?,Closed,2023-05-08,2020-06-23
8369,7415,GDPR Request,I need to change some incorrect data in my account.,Open,2023-04-23,
6727,7171,GDPR Request,I need a copy of my data that I can share with another provider.,In Progress,2022-04-13,
9972,6900,GDPR Request,I request human intervention in decisions affecting me based on automated processing of my data.,Open,2022-12-15,
762,5784,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,Open,2021-06-10,2021-08-13
2142,5126,GDPR Request,Please provide my data in a portable format.,Resolved,2023-05-04,2020-03-16
6487,1002,GDPR Request,Can you permanently delete my account and all related information?,Closed,2023-09-28,2020-04-20
3783,8145,GDPR Request,Can you ensure my data is not used in automated decision systems?,Resolved,2023-05-22,
6021,9441,GDPR Request,I need to change some incorrect data in my account.,In Progress,2021-05-11,
851,5943,GDPR Request,I want my user profile and associated data to be erased.,Open,2022-08-04,
3375,5287,GDPR Request,I want to opt-out of automated decision-making processes.,Closed,2021-11-24,2023-11-22
6074,9473,GDPR Request,Please stop using my data for marketing purposes.,In Progress,2020-01-02,2021-10-14
8266,4884,GDPR Request,Can I get a summary of all my interactions and transactions on your platform?,In Progress,2023-05-07,2022-10-13
4193,3560,GDPR Request,Please remove all my personal information from your systems.,In Progress,2021-03-17,
385,8657,GDPR Request,Can you stop processing my personal information in the way you currently do?,Open,2021-05-18,2022-01-20
7583,7225,GDPR Request,I request that you stop processing my data based on GDPR regulations.,In Progress,2023-01-26,2023-10-27
1789,9183,GDPR Request,I request the deletion of all data you have about me.,Open,2021-08-01,2022-11-24
2576,8108,GDPR Request,I object to decisions being made about me solely by automated means.,In Progress,2021-09-27,2021-09-30
2375,2037,GDPR Request,Can you rectify the errors in my personal data?,In Progress,2021-11-24,2023-07-19
1450,7707,GDPR Request,I request the correction of my personal information to reflect accurate details.,Open,2023-07-04,
5258,7355,GDPR Request,Can you rectify the errors in my personal data?,Open,2020-01-08,2021-03-31
7880,9100,GDPR Request,I need a copy of my data that I can share with another provider.,In Progress,2021-10-02,
2314,7558,GDPR Request,I want to delete my account and all my data.,Open,2022-10-16,2023-07-27
2472,9814,GDPR Request,I need a detailed report of all the data you have collected about me.,In Progress,2023-05-26,
6839,1201,GDPR Request,I request human intervention in decisions affecting me based on automated processing of my data.,In Progress,2023-09-07,
9189,2267,GDPR Request,Please provide me with a copy of all my personal data.,In Progress,2022-04-08,
